"client_id","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","subscribe"
1753,36,"services","married","high.school","no","yes","yes","cellular","aug","thu",2,999,1,"failure",-2.9,92.201,-31.4,0.873,5076.2,1
1756,56,"management","divorced","university.degree","unknown","no","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1757,37,"entrepreneur","married","university.degree","unknown","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
1759,24,"services","single","high.school","unknown","yes","no","cellular","may","thu",2,10,1,"success",-1.8,92.893,-46.2,1.327,5099.1,0
1760,36,"services","divorced","high.school","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
1761,31,"services","married","basic.9y","no","no","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,1
1762,43,"blue-collar","married","professional.course","no","yes","yes","cellular","jun","thu",1,999,0,"nonexistent",-1.7,94.055,-39.8,0.729,4991.6,1
1764,38,"admin.","married","high.school","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
1765,29,"blue-collar","single","professional.course","no","yes","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
1768,60,"retired","married","university.degree","unknown","unknown","unknown","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
1772,31,"student","single","university.degree","no","no","no","cellular","jul","fri",3,6,2,"success",-1.7,94.215,-40.3,0.885,4991.6,1
1773,57,"retired","married","university.degree","no","yes","yes","telephone","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,0
1774,51,"technician","married","professional.course","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
1775,28,"blue-collar","single","professional.course","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
1776,35,"admin.","single","basic.4y","unknown","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
1777,34,"unemployed","single","professional.course","no","no","no","cellular","aug","fri",2,2,1,"success",-2.9,92.201,-31.4,0.849,5076.2,1
1778,36,"admin.","married","high.school","unknown","yes","no","telephone","jun","wed",4,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
1779,46,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1781,42,"technician","divorced","basic.9y","no","yes","no","cellular","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1782,46,"management","married","university.degree","no","yes","no","telephone","may","fri",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1783,33,"services","single","basic.9y","no","no","no","telephone","may","mon",14,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1785,35,"admin.","married","university.degree","no","yes","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,0
1786,53,"entrepreneur","married","unknown","no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
1787,28,"admin.","married","high.school","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
1789,33,"management","married","university.degree","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
1790,32,"technician","married","university.degree","no","yes","no","cellular","jul","thu",7,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
1791,31,"housemaid","single","high.school","no","no","yes","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
1792,30,"admin.","single","university.degree","unknown","yes","no","telephone","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1793,44,"services","single","high.school","no","yes","yes","cellular","nov","wed",4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
1794,31,"technician","married","university.degree","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,1
1795,31,"services","married","high.school","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
1796,58,"retired","married","basic.4y","no","yes","yes","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
1797,36,"services","single","unknown","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
1798,28,"technician","married","professional.course","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
1799,30,"services","single","unknown","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1800,30,"services","married","high.school","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
1801,35,"blue-collar","single","basic.9y","unknown","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
1802,47,"technician","divorced","professional.course","unknown","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
1803,38,"technician","married","professional.course","no","no","no","cellular","mar","thu",1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,1
1805,28,"admin.","single","university.degree","no","yes","no","cellular","jun","fri",1,999,1,"failure",-2.9,92.963,-40.8,1.268,5076.2,0
1806,35,"blue-collar","married","professional.course","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
1807,46,"admin.","married","high.school","unknown","yes","yes","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
1808,42,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
1809,52,"admin.","married","basic.9y","no","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
1810,45,"admin.","married","university.degree","no","no","no","telephone","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,0
1811,31,"technician","single","university.degree","no","yes","no","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
1812,34,"blue-collar","married","basic.9y","unknown","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
1813,33,"technician","married","professional.course","no","yes","no","telephone","jul","mon",17,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
1814,26,"services","single","high.school","no","no","no","cellular","jul","fri",7,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,1
1817,38,"entrepreneur","married","university.degree","no","no","no","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
1818,60,"retired","married","university.degree","no","no","no","cellular","dec","fri",3,6,2,"success",-3,92.713,-33,0.718,5023.5,1
1819,42,"management","married","university.degree","no","no","no","telephone","jun","tue",7,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
1820,39,"services","divorced","high.school","no","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
1821,33,"unemployed","single","university.degree","no","yes","no","telephone","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
1822,27,"admin.","single","professional.course","no","yes","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,0
1823,34,"admin.","married","high.school","no","yes","no","cellular","may","thu",4,999,3,"failure",-1.8,93.876,-40,0.692,5008.7,0
1827,36,"technician","single","professional.course","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
1828,37,"technician","married","professional.course","no","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
1830,31,"blue-collar","single","high.school","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
1831,30,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
1832,58,"retired","married","basic.4y","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
1833,42,"self-employed","married","professional.course","unknown","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
1835,36,"technician","married","professional.course","unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
1837,49,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
1838,42,"management","married","university.degree","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
1839,59,"technician","married","professional.course","no","no","no","cellular","jun","thu",4,999,1,"failure",-1.7,94.055,-39.8,0.742,4991.6,1
1840,34,"admin.","married","university.degree","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1841,41,"admin.","divorced","high.school","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
1843,35,"blue-collar","single","basic.4y","unknown","yes","no","telephone","jun","wed",15,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
1844,45,"blue-collar","single","basic.6y","no","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
1845,52,"unemployed","married","university.degree","no","no","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
1846,49,"unemployed","married","high.school","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
1847,59,"retired","married","professional.course","no","no","no","telephone","may","wed",9,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
1849,33,"self-employed","married","university.degree","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1850,39,"blue-collar","married","basic.6y","no","no","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,0
1851,36,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
1852,37,"technician","married","professional.course","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
1853,30,"admin.","single","university.degree","no","no","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
1854,39,"admin.","single","unknown","no","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
1855,38,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",-2.9,92.469,-33.6,0.914,5076.2,0
1857,41,"admin.","married","high.school","no","no","yes","cellular","apr","mon",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
1859,38,"services","divorced","high.school","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
1860,36,"blue-collar","married","high.school","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
1861,54,"retired","divorced","basic.4y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
1862,32,"self-employed","single","university.degree","no","yes","no","cellular","sep","wed",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.781,5017.5,0
1863,36,"housemaid","married","basic.4y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1864,60,"retired","married","high.school","unknown","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1865,38,"blue-collar","married","basic.4y","no","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,0
1866,41,"admin.","married","university.degree","no","no","no","telephone","may","mon",2,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,0
1871,36,"student","single","university.degree","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
1872,43,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
1873,33,"admin.","married","university.degree","no","no","no","cellular","aug","wed",9,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
1874,60,"admin.","divorced","high.school","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
1876,33,"blue-collar","single","high.school","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
1877,43,"management","married","university.degree","no","yes","no","cellular","apr","mon",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
1878,46,"blue-collar","married","basic.4y","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1879,34,"admin.","single","high.school","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
1880,38,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
1881,35,"blue-collar","married","high.school","no","no","no","telephone","jun","thu",14,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
1883,59,"admin.","married","high.school","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,1
1885,38,"admin.","married","high.school","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
1886,56,"admin.","married","basic.9y","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,1
1889,38,"entrepreneur","married","university.degree","unknown","no","no","telephone","may","tue",11,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1890,49,"admin.","married","university.degree","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
1891,46,"management","married","basic.9y","unknown","yes","yes","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1892,41,"admin.","married","university.degree","no","yes","no","cellular","sep","mon",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.797,5017.5,0
1893,38,"management","divorced","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
1895,41,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
1897,36,"blue-collar","married","basic.9y","unknown","no","yes","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
1899,34,"unemployed","married","high.school","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,1
1900,42,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
1903,47,"services","married","high.school","no","unknown","unknown","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
1904,36,"admin.","single","university.degree","no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
1905,32,"technician","married","professional.course","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
1907,33,"technician","married","basic.9y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
1908,39,"services","married","high.school","no","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
1909,33,"admin.","single","university.degree","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
1910,48,"admin.","single","university.degree","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
1911,38,"unemployed","single","high.school","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1913,39,"technician","divorced","professional.course","no","no","no","cellular","may","wed",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
1914,28,"services","single","basic.9y","no","yes","yes","cellular","jun","mon",5,999,0,"nonexistent",-2.9,92.963,-40.8,1.281,5076.2,0
1915,34,"blue-collar","married","basic.4y","no","yes","no","cellular","jun","mon",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,0
1917,29,"technician","single","high.school","no","no","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,1
1918,40,"technician","single","university.degree","no","no","no","cellular","nov","mon",1,7,2,"failure",-3.4,92.649,-30.1,0.714,5017.5,1
1919,39,"self-employed","married","basic.4y","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1920,59,"retired","married","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
1921,33,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
1922,51,"admin.","divorced","university.degree","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1923,50,"blue-collar","married","basic.9y","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
1925,41,"technician","married","basic.9y","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
1926,51,"blue-collar","married","university.degree","no","no","no","cellular","may","fri",4,999,2,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
1928,30,"technician","married","basic.9y","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
1929,37,"blue-collar","married","high.school","unknown","yes","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
1932,46,"services","married","high.school","unknown","no","no","telephone","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
1933,52,"blue-collar","married","professional.course","no","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1934,31,"technician","married","university.degree","no","no","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
1935,34,"blue-collar","single","high.school","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1936,58,"self-employed","married","university.degree","no","yes","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
1937,51,"housemaid","married","unknown","no","yes","yes","cellular","aug","fri",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.881,5076.2,1
1938,28,"blue-collar","single","basic.9y","no","no","no","cellular","jul","fri",9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,1
1940,27,"blue-collar","single","basic.9y","no","no","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
1941,35,"admin.","married","high.school","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
1942,31,"services","single","high.school","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
1943,48,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",14,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1944,45,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","thu",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
1946,32,"admin.","single","university.degree","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1948,35,"admin.","married","university.degree","no","yes","yes","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,1
1949,42,"management","divorced","unknown","no","yes","no","cellular","aug","wed",2,4,1,"success",-2.9,92.201,-31.4,0.879,5076.2,1
1950,51,"admin.","married","basic.4y","unknown","no","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
1951,28,"student","single","university.degree","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1952,48,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
1953,41,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,0
1954,43,"management","married","university.degree","no","yes","no","cellular","aug","tue",7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
1957,51,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
1960,37,"technician","divorced","professional.course","unknown","yes","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,1
1961,53,"management","married","university.degree","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1965,45,"admin.","married","basic.9y","no","no","no","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
1966,37,"blue-collar","married","basic.9y","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,0
1967,41,"management","married","university.degree","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
1968,43,"blue-collar","married","basic.4y","no","no","yes","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
1969,31,"technician","married","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
1971,47,"services","married","high.school","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
1972,27,"blue-collar","single","basic.9y","no","yes","no","telephone","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1974,58,"management","married","unknown","unknown","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
1976,25,"services","single","high.school","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
1977,29,"technician","single","high.school","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
1978,27,"blue-collar","single","basic.4y","no","no","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
1979,53,"housemaid","married","unknown","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
1980,44,"technician","married","university.degree","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
1981,34,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
1983,27,"services","married","professional.course","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
1984,57,"retired","divorced","university.degree","no","yes","no","telephone","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.7,5195.8,0
1985,53,"technician","married","basic.9y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1986,32,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
1987,60,"management","married","basic.4y","unknown","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
1988,49,"admin.","single","university.degree","no","no","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
1990,38,"blue-collar","single","university.degree","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
1994,31,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
1995,46,"admin.","divorced","university.degree","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
1996,35,"blue-collar","married","basic.6y","no","no","no","cellular","nov","tue",2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
1998,36,"blue-collar","single","basic.6y","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-1.1,94.767,-50.8,1.046,4963.6,1
1999,40,"self-employed","married","professional.course","unknown","no","no","cellular","apr","tue",1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,0
2001,58,"entrepreneur","married","basic.4y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
2002,33,"admin.","divorced","university.degree","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
2003,31,"technician","married","university.degree","no","yes","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
2005,37,"services","married","high.school","no","no","no","cellular","aug","tue",7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
2007,33,"admin.","married","university.degree","no","no","no","cellular","sep","wed",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,1
2008,36,"admin.","married","basic.9y","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
2009,28,"technician","single","high.school","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,0
2010,54,"services","married","unknown","no","no","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
2011,70,"retired","married","basic.4y","no","yes","no","cellular","dec","wed",1,999,2,"failure",-3,92.713,-33,0.715,5023.5,0
2012,88,"retired","married","basic.4y","no","yes","no","cellular","sep","mon",7,999,0,"nonexistent",-1.1,94.199,-37.5,0.882,4963.6,0
2015,48,"admin.","married","basic.4y","no","yes","no","cellular","apr","fri",3,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
2016,36,"technician","single","professional.course","no","unknown","unknown","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
2018,35,"technician","single","university.degree","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
2019,50,"admin.","married","high.school","unknown","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
2020,52,"blue-collar","divorced","basic.9y","unknown","yes","yes","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
